shipment_id,order_id,warehouse_city,customer_city,shipment_date,delivery_date,shipment_status,transport_cost,weight_kg,distance_km,fuel_cost,driver_id,vehicle_type
101291,501291,Delhi,Jaipur,2026-02-16,2026-02-17,Delivered,2924,43,1790,11780,1015,Container
101292,501292,Chennai,Chennai,2026-04-30,2026-05-09,Delivered,6885,51,507,1766,1055,Container
101293,501293,Pune,Mumbai,2025-06-03,2025-06-13,Delivered,3800,38,859,5987,1094,Container
101294,501294,Hyderabad,Delhi,2026-04-21,2026-04-23,Delivered,10788,116,2055,9286,1077,Van
101295,501295,Bangalore,Ahmedabad,2025-12-12,2025-12-13,Delivered,4218,74,1144,4705,1054,Truck
101296,501296,Hyderabad,Chennai,2025-11-01,2025-11-11,Delivered,2432,19,1513,4087,1095,Container
101297,501297,Mumbai,Pune,2025-03-28,2025-03-31,Delivered,11368,98,642,3347,1036,Van
101298,501298,Hyderabad,Kolkata,2025-09-07,,In Transit,12840,120,2194,11016,1010,Van
101299,501299,Bangalore,Delhi,2025-05-31,2025-06-02,Delivered,6731,53,2149,6303,1082,Van
101300,501300,Hyderabad,Ahmedabad,2025-01-23,2025-01-28,Delivered,12610,97,2724,20037,1056,Truck
101301,501301,Mumbai,Kolkata,2025-09-25,,Cancelled,8632,83,2155,15512,1032,Truck
101302,501302,Bangalore,Kolkata,2026-04-30,2026-05-07,Delivered,2800,40,810,4259,1006,Container
101303,501303,Mumbai,Hyderabad,2025-10-07,2025-10-11,Delivered,833,7,1747,5614,1035,Container
101304,501304,Chennai,Chennai,2025-04-10,2025-04-11,Delivered,5985,95,1379,3930,1037,Container
101305,501305,Chennai,Ahmedabad,2025-12-03,2025-12-11,Delivered,5928,76,101,441,1045,Container
101306,501306,Mumbai,Jaipur,2026-05-26,2026-05-29,Delivered,6097,91,1647,7767,1085,Truck
101307,501307,Pune,Jaipur,2025-12-20,2025-12-29,Delivered,3744,52,1295,8585,1058,Container
101308,501308,Delhi,Pune,2025-06-20,2025-06-30,Delivered,7920,60,1751,4602,1037,Container
101309,501309,Mumbai,Ahmedabad,2025-05-15,2025-05-17,Delivered,1054,17,1670,6115,1015,Van
101310,501310,Mumbai,Pune,2026-02-15,2026-02-21,Delivered,8888,101,941,7012,1036,Van
101311,501311,Bangalore,Mumbai,2025-11-22,2025-12-01,Delivered,4730,55,972,5075,1060,Van
101312,501312,Hyderabad,Pune,2025-07-01,2025-07-02,Delivered,9636,73,1418,7163,1023,Truck
101313,501313,Hyderabad,Kolkata,2026-03-05,,Cancelled,6612,57,823,2188,1029,Mini Truck
101314,501314,Chennai,Kolkata,2026-05-31,,Cancelled,10368,81,2387,11334,1003,Van
101315,501315,Chennai,Bangalore,2025-06-20,2025-06-28,Delivered,7544,92,422,1107,1077,Container
101316,501316,Chennai,Lucknow,2025-07-17,,In Transit,2050,25,1925,12467,1031,Mini Truck
101317,501317,Hyderabad,Bangalore,2025-11-27,2025-11-29,Delivered,7259,119,176,999,1059,Mini Truck
101318,501318,Pune,Kolkata,2026-03-31,,Cancelled,9964,106,774,4064,1015,Van
101319,501319,Mumbai,Bangalore,2026-04-19,2026-04-21,Delayed,610,5,182,1132,1067,Container
101320,501320,Hyderabad,Mumbai,2026-03-04,,Cancelled,5900,118,2250,14482,1078,Truck
101321,501321,Hyderabad,Jaipur,2025-03-03,2025-03-10,Delivered,8991,111,213,1000,1066,Container
101322,501322,Hyderabad,Mumbai,2025-04-17,2025-04-22,Delivered,13362,102,2424,16613,1093,Mini Truck
101323,501323,Bangalore,Ahmedabad,2025-12-14,2025-12-18,Delivered,6466,106,2026,8012,1043,Truck
101324,501324,Hyderabad,Jaipur,2025-09-08,2025-09-14,Delayed,3234,42,1871,12779,1090,Van
101325,501325,Chennai,Hyderabad,2025-02-06,2025-02-09,Delayed,2698,71,1231,4573,1048,Van
101326,501326,Pune,Hyderabad,2025-11-11,,In Transit,2900,25,2375,9918,1092,Container
101327,501327,Pune,Hyderabad,2025-06-08,2025-06-11,Delayed,1656,23,2538,18337,1033,Mini Truck
101328,501328,Delhi,Bangalore,2025-11-07,2025-11-08,Delivered,4826,38,1541,8163,1067,Container
101329,501329,Hyderabad,Kolkata,2025-06-24,,Cancelled,9570,87,688,4946,1041,Van
101330,501330,Hyderabad,Jaipur,2025-06-23,,In Transit,6336,66,768,5709,1002,Truck
101331,501331,Bangalore,Bangalore,2025-11-13,2025-11-16,Delivered,5360,40,2542,16543,1016,Mini Truck
101332,501332,Bangalore,Jaipur,2026-04-16,2026-04-17,Delivered,7168,112,2196,14444,1047,Truck
101333,501333,Hyderabad,Mumbai,2025-12-04,2025-12-09,Delivered,9675,75,2240,12224,1011,Truck
101334,501334,Hyderabad,Kolkata,2026-06-20,2026-06-25,Delivered,13161,107,798,6104,1032,Mini Truck
101335,501335,Pune,Jaipur,2025-07-01,2025-07-11,Delivered,2730,39,2310,6935,1025,Truck
101336,501336,Mumbai,Lucknow,2025-11-07,2025-11-11,Delivered,4752,36,2448,13946,1060,Truck
101337,501337,Chennai,Delhi,2025-11-23,2025-11-25,Delayed,1470,30,2009,9905,1061,Mini Truck
101338,501338,Delhi,Lucknow,2025-08-09,2025-08-14,Delivered,8393,77,89,432,1015,Container
101339,501339,Pune,Bangalore,2026-04-13,,Cancelled,4107,37,1717,6849,1081,Mini Truck
101340,501340,Bangalore,Lucknow,2026-05-10,2026-05-15,Delivered,2508,38,2229,9754,1087,Van
101341,501341,Pune,Jaipur,2025-04-25,,Cancelled,980,28,2047,8711,1066,Container
101342,501342,Hyderabad,Pune,2025-07-03,2025-07-10,Delivered,4277,91,1297,9843,1057,Van
101343,501343,Pune,Lucknow,2025-07-07,2025-07-09,Delivered,6324,102,999,4185,1040,Van
101344,501344,Chennai,Jaipur,2025-04-16,2025-04-26,Delivered,3751,31,2388,8000,1021,Mini Truck
101345,501345,Hyderabad,Pune,2025-06-11,2025-06-14,Delivered,4370,46,2165,13193,1054,Van
101346,501346,Mumbai,Hyderabad,2026-04-29,,In Transit,9102,111,1293,4263,1043,Van
101347,501347,Pune,Chennai,2026-04-06,2026-04-16,Delivered,1925,55,1758,11764,1052,Truck
101348,501348,Hyderabad,Chennai,2025-05-24,,Cancelled,3811,103,1173,8213,1026,Mini Truck
101349,501349,Pune,Hyderabad,2025-10-29,,In Transit,712,8,1368,9370,1042,Mini Truck
101350,501350,Mumbai,Kolkata,2026-05-31,2026-06-05,Delivered,1188,18,354,1197,1093,Container
101351,501351,Pune,Kolkata,2026-04-27,,Cancelled,840,10,2750,17277,1091,Container
101352,501352,Mumbai,Hyderabad,2026-01-20,2026-01-21,Delivered,6020,86,1453,7931,1057,Van
101353,501353,Delhi,Jaipur,2025-05-18,,In Transit,1876,14,1379,9002,1020,Mini Truck
101354,501354,Chennai,Hyderabad,2025-07-24,2025-08-01,Delivered,3888,36,1392,7664,1085,Van
101355,501355,Chennai,Lucknow,2025-10-26,2025-10-29,Delivered,13905,103,328,2081,1095,Van
101356,501356,Bangalore,Jaipur,2025-08-08,2025-08-16,Delivered,2754,34,1937,8390,1087,Van
101357,501357,Bangalore,Kolkata,2025-01-24,2025-01-31,Delivered,8142,59,1673,8657,1007,Truck
101358,501358,Chennai,Chennai,2025-01-17,2025-01-18,Delivered,9384,69,1389,7588,1037,Van
101359,501359,Pune,Mumbai,2025-03-19,2025-03-28,Delivered,10712,104,510,1718,1066,Truck
101360,501360,Chennai,Jaipur,2025-07-15,2025-07-22,Delayed,10246,109,1184,5898,1095,Mini Truck
101361,501361,Pune,Chennai,2025-03-16,2025-03-26,Delivered,4896,48,1909,12973,1095,Container
101362,501362,Delhi,Ahmedabad,2025-10-28,2025-11-04,Delivered,441,7,84,358,1020,Van
101363,501363,Mumbai,Kolkata,2025-12-01,2025-12-05,Delivered,8240,103,2402,17805,1092,Mini Truck
101364,501364,Mumbai,Pune,2025-07-31,2025-08-02,Delivered,896,8,2234,17190,1006,Mini Truck
101365,501365,Chennai,Chennai,2025-03-12,2025-03-18,Delivered,2074,34,2745,9907,1021,Container
101366,501366,Bangalore,Bangalore,2025-08-11,2025-08-12,Delayed,1100,22,1850,13112,1049,Truck
101367,501367,Hyderabad,Bangalore,2026-01-25,2026-02-02,Delivered,3416,56,863,5816,1076,Truck
101368,501368,Delhi,Pune,2026-06-03,,In Transit,4850,97,2165,7352,1027,Truck
101369,501369,Hyderabad,Kolkata,2026-01-02,2026-01-08,Delayed,3538,58,832,6588,1065,Van
101370,501370,Hyderabad,Hyderabad,2026-06-05,2026-06-13,Delivered,581,7,79,546,1052,Truck
101371,501371,Bangalore,Chennai,2025-11-14,,In Transit,4380,60,2720,10231,1090,Truck
101372,501372,Pune,Ahmedabad,2026-04-28,2026-05-03,Delivered,7448,98,2701,7426,1032,Mini Truck
101373,501373,Chennai,Delhi,2025-05-12,2025-05-15,Delivered,12276,93,1974,5358,1077,Mini Truck
101374,501374,Pune,Hyderabad,2026-01-16,2026-01-19,Delivered,3306,58,756,5783,1020,Mini Truck
101375,501375,Bangalore,Mumbai,2025-06-16,2025-06-20,Delivered,5060,44,1703,7752,1034,Van
101376,501376,Delhi,Delhi,2025-12-06,2025-12-14,Delivered,783,9,641,1766,1049,Mini Truck
101377,501377,Mumbai,Mumbai,2025-01-16,2025-01-20,Delivered,688,16,1769,5516,1061,Container
101378,501378,Hyderabad,Lucknow,2026-03-27,2026-04-06,Delivered,3780,108,2658,11197,1061,Van
101379,501379,Mumbai,Chennai,2026-01-10,,Cancelled,8640,90,444,2313,1074,Mini Truck
101380,501380,Mumbai,Bangalore,2026-06-12,2026-06-15,Delivered,1485,33,2750,18115,1092,Container
101381,501381,Bangalore,Kolkata,2025-04-18,2025-04-23,Delivered,2044,28,2750,11845,1060,Van
101382,501382,Mumbai,Chennai,2026-03-09,2026-03-12,Delivered,10270,79,190,1421,1050,Truck
101383,501383,Mumbai,Pune,2025-01-15,2025-01-16,Delivered,6105,111,1024,4794,1002,Container
101384,501384,Hyderabad,Chennai,2025-07-12,2025-07-22,Delivered,3472,56,1901,9490,1034,Container
101385,501385,Delhi,Hyderabad,2026-06-11,,In Transit,3216,48,813,3557,1063,Container
101386,501386,Pune,Mumbai,2025-12-17,2025-12-22,Delayed,1157,13,1546,9326,1070,Mini Truck
101387,501387,Delhi,Bangalore,2026-04-14,,In Transit,2520,20,2304,9507,1045,Van
101388,501388,Hyderabad,Ahmedabad,2025-03-26,,Cancelled,5865,69,797,5587,1066,Mini Truck
101389,501389,Mumbai,Bangalore,2025-01-18,2025-01-24,Delivered,9648,72,2511,8373,1068,Truck
101390,501390,Chennai,Chennai,2025-08-24,2025-09-02,Delivered,1430,26,1583,4829,1022,Mini Truck
101391,501391,Pune,Pune,2026-03-11,,In Transit,3440,40,250,1032,1067,Container
101392,501392,Hyderabad,Jaipur,2025-11-26,2025-12-01,Delivered,335,5,356,2276,1086,Van
101393,501393,Mumbai,Kolkata,2025-03-10,2025-03-17,Delivered,2112,22,638,4480,1098,Mini Truck
101394,501394,Hyderabad,Pune,2026-03-06,2026-03-10,Delivered,1584,36,1485,5560,1036,Mini Truck
101395,501395,Hyderabad,Mumbai,2025-06-05,2025-06-08,Delivered,12012,91,1178,5066,1082,Truck
101396,501396,Chennai,Hyderabad,2026-06-21,2026-07-01,Delivered,7735,65,1001,4915,1016,Container
101397,501397,Mumbai,Mumbai,2025-12-16,,In Transit,670,10,1612,5030,1060,Container
101398,501398,Chennai,Pune,2026-05-14,2026-05-18,Delayed,3266,71,472,3769,1078,Van
101399,501399,Mumbai,Jaipur,2026-03-19,2026-03-21,Delivered,14605,115,1197,7814,1033,Van
101400,501400,Hyderabad,Hyderabad,2026-01-01,2026-01-03,Delivered,6336,96,2038,11661,1029,Container
101401,501401,Pune,Hyderabad,2025-04-17,,Cancelled,11660,110,2048,11953,1073,Container
101402,501402,Chennai,Lucknow,2026-01-27,2026-01-29,Delivered,3760,80,2682,15196,1016,Mini Truck
101403,501403,Bangalore,Kolkata,2026-03-08,2026-03-09,Delayed,6615,49,2700,13287,1059,Truck
101404,501404,Hyderabad,Ahmedabad,2025-01-27,2025-01-30,Delivered,616,8,2632,8010,1053,Truck
101405,501405,Pune,Jaipur,2025-09-17,2025-09-23,Delivered,3500,50,1068,5289,1007,Van
101406,501406,Hyderabad,Hyderabad,2025-06-14,2025-06-23,Delivered,11223,87,1368,6439,1045,Mini Truck
101407,501407,Hyderabad,Mumbai,2025-12-08,2025-12-17,Delivered,7425,99,982,6930,1013,Truck
101408,501408,Pune,Ahmedabad,2025-11-17,2025-11-20,Delivered,6060,101,1617,6396,1091,Container
101409,501409,Bangalore,Chennai,2026-03-25,,In Transit,5656,101,702,3001,1015,Mini Truck
101410,501410,Chennai,Hyderabad,2026-06-03,2026-06-12,Delivered,4326,42,2343,8150,1080,Truck
101411,501411,Mumbai,Mumbai,2025-04-03,2025-04-10,Delivered,6042,114,1128,7261,1069,Van
101412,501412,Hyderabad,Pune,2026-01-30,2026-02-04,Delivered,3735,83,2385,10210,1029,Container
101413,501413,Delhi,Bangalore,2025-06-08,2025-06-13,Delivered,504,8,2075,14696,1029,Mini Truck
101414,501414,Mumbai,Jaipur,2025-08-10,2025-08-15,Delivered,4068,36,135,696,1057,Container
101415,501415,Chennai,Lucknow,2025-07-16,2025-07-25,Delivered,9085,79,1686,9551,1050,Van
101416,501416,Pune,Chennai,2025-09-27,2025-10-03,Delivered,9000,120,1011,5532,1010,Mini Truck
101417,501417,Bangalore,Bangalore,2025-05-12,2025-05-21,Delivered,9785,95,1998,8439,1078,Mini Truck
101418,501418,Pune,Chennai,2025-08-18,2025-08-28,Delivered,10416,112,267,1576,1064,Container
101419,501419,Delhi,Pune,2025-01-23,2025-02-01,Delivered,6952,88,285,1459,1091,Mini Truck
101420,501420,Delhi,Chennai,2025-03-08,,Cancelled,2680,40,2383,18373,1094,Truck
101421,501421,Pune,Kolkata,2026-05-18,2026-05-21,Delivered,6545,55,931,4642,1069,Van
101422,501422,Bangalore,Bangalore,2026-06-05,,In Transit,2806,23,2260,12944,1001,Truck
101423,501423,Pune,Chennai,2025-05-03,2025-05-05,Delayed,8466,83,310,1480,1021,Mini Truck
101424,501424,Mumbai,Kolkata,2025-07-03,,In Transit,784,8,2709,17629,1043,Truck
101425,501425,Delhi,Ahmedabad,2026-02-01,2026-02-08,Delayed,4888,94,1993,14269,1024,Truck
101426,501426,Bangalore,Chennai,2025-07-01,2025-07-06,Delivered,3944,68,421,1655,1026,Mini Truck
101427,501427,Bangalore,Mumbai,2025-12-14,2025-12-16,Delivered,2664,72,1105,8106,1008,Truck
101428,501428,Pune,Chennai,2025-04-08,2025-04-17,Delivered,456,6,69,318,1004,Van
101429,501429,Delhi,Pune,2025-07-13,2025-07-21,Delivered,1736,28,2242,17637,1013,Mini Truck
101430,501430,Chennai,Chennai,2025-07-01,,In Transit,9405,95,777,2578,1057,Truck
101431,501431,Chennai,Delhi,2025-05-04,2025-05-09,Delayed,3318,42,491,3072,1076,Mini Truck
101432,501432,Delhi,Jaipur,2025-07-17,2025-07-27,Delivered,5712,48,1912,10542,1050,Container
101433,501433,Delhi,Lucknow,2025-03-09,2025-03-15,Delivered,3197,23,1030,5355,1052,Truck
101434,501434,Bangalore,Delhi,2026-05-07,2026-05-17,Delayed,782,17,2179,13399,1042,Container
101435,501435,Chennai,Bangalore,2025-10-17,2025-10-25,Delivered,7344,102,861,6623,1055,Container
101436,501436,Hyderabad,Ahmedabad,2025-03-26,2025-04-03,Delivered,1908,18,1366,7052,1050,Van
101437,501437,Hyderabad,Hyderabad,2025-02-26,2025-02-27,Delivered,2146,29,415,3073,1096,Mini Truck
101438,501438,Pune,Chennai,2025-02-19,2025-02-20,Delivered,2537,43,1626,7210,1069,Truck
101439,501439,Pune,Ahmedabad,2026-06-05,2026-06-08,Delivered,8540,70,1568,9949,1028,Truck
101440,501440,Hyderabad,Pune,2025-08-15,2025-08-17,Delivered,9408,96,883,3211,1082,Truck
101441,501441,Delhi,Ahmedabad,2025-07-30,,In Transit,665,19,1239,9260,1085,Van
101442,501442,Mumbai,Ahmedabad,2025-08-22,2025-08-29,Delivered,530,10,688,3985,1080,Van
101443,501443,Hyderabad,Kolkata,2025-11-14,2025-11-19,Delivered,5016,57,91,639,1049,Van
101444,501444,Mumbai,Jaipur,2025-09-17,2025-09-24,Delivered,510,10,1889,11610,1029,Truck
101445,501445,Pune,Mumbai,2025-04-29,2025-05-07,Delivered,1339,13,801,3444,1095,Van
101446,501446,Pune,Ahmedabad,2025-10-19,2025-10-24,Delivered,7752,114,2385,7385,1016,Container
101447,501447,Mumbai,Mumbai,2026-05-25,2026-06-03,Delivered,864,9,1970,6109,1030,Truck
101448,501448,Hyderabad,Pune,2025-03-27,2025-03-29,Delayed,3955,35,1835,8330,1095,Mini Truck
101449,501449,Hyderabad,Kolkata,2025-02-12,2025-02-21,Delivered,13699,103,824,3013,1041,Truck
101450,501450,Chennai,Delhi,2025-06-06,2025-06-11,Delivered,2538,27,1484,5347,1083,Truck
101451,501451,Hyderabad,Ahmedabad,2025-06-06,,In Transit,4347,69,310,1088,1025,Van
101452,501452,Pune,Jaipur,2025-01-26,,In Transit,1456,13,1056,5709,1072,Mini Truck
101453,501453,Mumbai,Lucknow,2025-11-22,2025-11-24,Delivered,5871,57,2171,5636,1093,Mini Truck
101454,501454,Pune,Chennai,2026-01-15,2026-01-17,Delivered,3220,92,1007,4628,1073,Truck
101455,501455,Hyderabad,Kolkata,2025-05-03,,In Transit,3978,102,2623,14688,1010,Truck
101456,501456,Pune,Jaipur,2026-01-31,2026-02-10,Delivered,7020,54,1891,7199,1063,Van
101457,501457,Bangalore,Jaipur,2026-05-06,,In Transit,2472,24,1910,14013,1029,Mini Truck
101458,501458,Bangalore,Pune,2026-02-02,,Cancelled,9594,117,706,4638,1056,Van
101459,501459,Mumbai,Delhi,2026-04-16,2026-04-25,Delivered,9804,114,979,3120,1081,Van
101460,501460,Mumbai,Ahmedabad,2026-03-08,,In Transit,5733,63,1902,14717,1060,Van
101461,501461,Bangalore,Chennai,2026-02-13,2026-02-22,Delivered,1922,31,1057,6785,1073,Mini Truck
101462,501462,Pune,Kolkata,2026-01-08,,In Transit,6150,75,1722,10404,1028,Container
101463,501463,Mumbai,Jaipur,2025-04-22,2025-04-30,Delivered,3741,43,2604,7238,1028,Van
101464,501464,Chennai,Pune,2026-01-29,,In Transit,5460,60,788,2073,1027,Container
101465,501465,Chennai,Pune,2025-10-07,,Cancelled,12236,92,2357,7912,1052,Mini Truck
101466,501466,Mumbai,Ahmedabad,2025-11-21,2025-11-24,Delivered,7650,102,2043,11965,1098,Truck
101467,501467,Pune,Mumbai,2025-03-08,2025-03-09,Delivered,8855,115,266,1912,1041,Van
101468,501468,Mumbai,Pune,2025-08-07,2025-08-09,Delivered,3825,51,2602,14854,1058,Container
101469,501469,Bangalore,Pune,2025-10-24,2025-11-02,Delivered,1375,25,672,3214,1069,Container
101470,501470,Mumbai,Lucknow,2026-04-26,2026-05-01,Delivered,4557,93,1071,6588,1019,Container
101471,501471,Delhi,Delhi,2025-05-19,,In Transit,6240,65,1603,5510,1003,Van
101472,501472,Hyderabad,Kolkata,2025-07-06,2025-07-07,Delivered,5293,67,2371,17476,1011,Van
101473,501473,Delhi,Pune,2025-05-19,2025-05-26,Delivered,3264,24,504,3922,1026,Van
101474,501474,Bangalore,Mumbai,2025-12-30,2026-01-07,Delivered,770,7,2597,12459,1022,Van
101475,501475,Bangalore,Bangalore,2026-06-10,2026-06-19,Delivered,11640,120,146,620,1022,Truck
101476,501476,Pune,Bangalore,2025-11-10,2025-11-17,Delivered,3312,48,215,1424,1098,Container
101477,501477,Pune,Mumbai,2025-12-07,2025-12-10,Delivered,4176,116,2606,17044,1003,Van
101478,501478,Hyderabad,Bangalore,2026-04-27,2026-04-28,Delivered,11532,93,1157,5279,1047,Container
101479,501479,Hyderabad,Chennai,2025-05-16,,In Transit,10185,97,1121,3991,1037,Van
101480,501480,Delhi,Jaipur,2025-03-28,2025-04-03,Delayed,5635,115,2134,5605,1017,Truck
101481,501481,Mumbai,Mumbai,2025-07-01,2025-07-04,Delivered,10452,78,1020,3040,1010,Truck
101482,501482,Pune,Delhi,2025-12-16,,In Transit,4536,84,338,1928,1059,Van
101483,501483,Pune,Mumbai,2025-05-05,2025-05-08,Delivered,1740,30,382,1147,1012,Truck
101484,501484,Hyderabad,Bangalore,2025-08-04,2025-08-06,Delivered,6210,54,1362,7370,1061,Mini Truck
101485,501485,Pune,Jaipur,2025-07-10,2025-07-20,Delivered,10465,115,300,1055,1001,Truck
101486,501486,Mumbai,Bangalore,2025-09-27,2025-10-06,Delivered,9672,78,825,2625,1098,Truck
101487,501487,Mumbai,Pune,2025-11-26,2025-11-30,Delayed,2900,25,1666,11825,1038,Container
101488,501488,Chennai,Hyderabad,2025-08-12,2025-08-18,Delivered,10098,99,1036,2629,1088,Van
101489,501489,Bangalore,Pune,2025-03-08,2025-03-16,Delivered,5586,49,297,1976,1056,Truck
101490,501490,Pune,Jaipur,2025-01-13,,Cancelled,6825,91,411,2356,1047,Truck
101491,501491,Chennai,Hyderabad,2025-11-23,2025-12-01,Delivered,3796,52,2096,14040,1041,Mini Truck
101492,501492,Mumbai,Kolkata,2025-06-24,2025-06-30,Delivered,5358,57,1954,8370,1052,Container
101493,501493,Hyderabad,Jaipur,2025-06-06,2025-06-13,Delivered,3016,58,150,1025,1049,Mini Truck
101494,501494,Hyderabad,Chennai,2025-01-15,2025-01-18,Delivered,1392,24,2478,9152,1003,Container
101495,501495,Hyderabad,Pune,2025-10-05,2025-10-06,Delivered,3740,68,1656,6904,1071,Van
101496,501496,Mumbai,Bangalore,2026-05-14,2026-05-22,Delivered,3300,60,1832,9490,1086,Truck
101497,501497,Bangalore,Mumbai,2025-03-10,,Cancelled,10640,95,2002,8190,1031,Container
101498,501498,Mumbai,Ahmedabad,2026-05-18,2026-05-23,Delivered,6630,85,699,4171,1088,Container
101499,501499,Chennai,Mumbai,2025-05-13,2025-05-19,Delivered,13386,97,1579,9926,1017,Van
101500,501500,Chennai,Jaipur,2025-03-06,2025-03-12,Delivered,3538,58,1058,8141,1089,Mini Truck
101501,501501,Bangalore,Jaipur,2025-10-15,2025-10-25,Delivered,13144,106,1406,5018,1017,Van
101502,501502,Pune,Kolkata,2025-08-23,2025-09-02,Delivered,3395,35,1070,5990,1003,Van
101503,501503,Chennai,Mumbai,2026-01-29,2026-02-08,Delayed,4692,46,383,1991,1078,Van
101504,501504,Delhi,Jaipur,2026-02-03,2026-02-08,Delayed,7776,96,636,4555,1008,Container
101505,501505,Mumbai,Bangalore,2025-01-04,2025-01-14,Delivered,3498,66,2351,16010,1041,Container
101506,501506,Bangalore,Kolkata,2025-07-24,,In Transit,9657,87,820,4778,1038,Truck
101507,501507,Pune,Bangalore,2026-06-21,2026-06-26,Delayed,3204,36,1590,10102,1002,Van
101508,501508,Bangalore,Bangalore,2025-05-28,2025-05-29,Delivered,11616,88,2687,12945,1048,Container
101509,501509,Mumbai,Jaipur,2026-01-27,2026-02-06,Delivered,2928,61,1336,10224,1059,Van
101510,501510,Mumbai,Kolkata,2026-04-10,2026-04-20,Delivered,777,21,1372,4365,1042,Container
101511,501511,Bangalore,Pune,2025-11-19,,In Transit,2014,53,2303,13723,1083,Van
101512,501512,Hyderabad,Pune,2025-12-01,2025-12-02,Delivered,6612,87,1208,6777,1073,Truck
101513,501513,Chennai,Delhi,2025-05-16,2025-05-18,Delivered,1056,22,670,3601,1092,Mini Truck
101514,501514,Delhi,Chennai,2026-01-01,2026-01-08,Delivered,4704,48,334,1570,1008,Container
101515,501515,Pune,Ahmedabad,2025-06-08,2025-06-10,Delivered,10028,109,898,3030,1098,Van
101516,501516,Mumbai,Bangalore,2025-02-27,2025-03-08,Delivered,936,8,264,1883,1029,Container
101517,501517,Delhi,Delhi,2025-08-13,2025-08-16,Delayed,11484,116,613,2609,1050,Container
101518,501518,Delhi,Lucknow,2025-10-24,2025-10-31,Delivered,3000,75,328,1181,1005,Mini Truck
101519,501519,Mumbai,Kolkata,2026-05-19,2026-05-21,Delivered,7900,79,1557,11587,1022,Container
101520,501520,Mumbai,Pune,2025-01-08,,In Transit,7100,100,2600,10298,1048,Container
101521,501521,Mumbai,Bangalore,2025-09-20,2025-09-26,Delivered,10115,119,1116,3521,1037,Container
101522,501522,Delhi,Jaipur,2026-06-09,2026-06-13,Delayed,1120,28,511,2366,1014,Mini Truck
101523,501523,Mumbai,Kolkata,2025-11-02,,In Transit,10010,91,927,6487,1047,Container
101524,501524,Delhi,Bangalore,2025-09-16,2025-09-17,Delivered,2728,44,100,706,1043,Mini Truck
101525,501525,Hyderabad,Ahmedabad,2025-12-02,2025-12-09,Delivered,7954,82,726,3732,1077,Van
101526,501526,Pune,Bangalore,2025-03-21,2025-03-22,Delivered,12996,114,177,491,1002,Van
101527,501527,Delhi,Hyderabad,2026-04-01,2026-04-11,Delivered,1025,25,448,2026,1083,Mini Truck
101528,501528,Hyderabad,Chennai,2025-03-19,2025-03-20,Delivered,2150,43,193,803,1034,Container
101529,501529,Mumbai,Mumbai,2025-02-01,,In Transit,2340,65,765,2386,1093,Mini Truck
101530,501530,Hyderabad,Kolkata,2025-10-07,2025-10-17,Delivered,8448,66,309,1948,1028,Truck
101531,501531,Hyderabad,Ahmedabad,2025-01-31,2025-02-07,Delivered,9657,111,1957,6776,1002,Truck
101532,501532,Pune,Mumbai,2025-10-15,2025-10-23,Delivered,1140,30,1144,7083,1025,Mini Truck
101533,501533,Pune,Jaipur,2025-01-02,,Cancelled,900,10,2356,13132,1090,Container
101534,501534,Mumbai,Delhi,2025-10-21,2025-10-31,Delivered,7280,52,1918,9779,1021,Van
101535,501535,Pune,Chennai,2025-05-30,2025-06-05,Delivered,6213,57,762,3588,1060,Van
101536,501536,Bangalore,Pune,2026-05-22,2026-05-29,Delivered,2346,51,1818,10565,1018,Van
101537,501537,Bangalore,Jaipur,2026-04-07,2026-04-10,Delayed,9204,118,225,1189,1081,Mini Truck
101538,501538,Chennai,Chennai,2025-06-13,,In Transit,10842,78,621,4258,1089,Container
101539,501539,Delhi,Ahmedabad,2025-04-25,,Cancelled,7474,74,221,678,1001,Van
101540,501540,Chennai,Pune,2025-08-21,2025-08-27,Delivered,5092,67,528,3445,1048,Container
101541,501541,Chennai,Ahmedabad,2025-08-13,2025-08-20,Delivered,5859,93,485,2920,1059,Mini Truck
101542,501542,Pune,Bangalore,2025-01-01,,In Transit,6762,69,491,1617,1010,Van
101543,501543,Mumbai,Ahmedabad,2025-11-07,,In Transit,3478,74,2664,20602,1025,Truck
101544,501544,Delhi,Delhi,2025-10-30,2025-11-02,Delivered,4730,110,342,1331,1016,Container
101545,501545,Bangalore,Ahmedabad,2025-01-11,2025-01-16,Delivered,3936,48,1638,5972,1055,Container
101546,501546,Pune,Kolkata,2025-02-12,2025-02-13,Delivered,5372,68,1359,3629,1090,Container
101547,501547,Hyderabad,Lucknow,2025-04-11,2025-04-21,Delivered,10248,84,1487,7727,1004,Container
101548,501548,Delhi,Jaipur,2025-03-30,2025-04-08,Delivered,1056,16,389,2522,1092,Truck
101549,501549,Hyderabad,Ahmedabad,2025-12-12,2025-12-20,Delivered,666,9,1372,7600,1091,Container
101550,501550,Mumbai,Kolkata,2026-02-25,2026-02-28,Delivered,7920,80,165,815,1065,Mini Truck
101551,501551,Hyderabad,Hyderabad,2026-02-02,2026-02-11,Delayed,5896,88,249,1424,1090,Container
101552,501552,Mumbai,Jaipur,2025-10-28,,In Transit,1110,10,1239,5355,1015,Mini Truck
101553,501553,Delhi,Bangalore,2026-05-09,2026-05-10,Delivered,3078,54,2728,18410,1006,Van
